Start,Stop,Rate
1,50000,0
50001,100000,0
100001,150000,0
150001,200000,0
200001,250000,0
250001,300000,0.1172750695
300001,350000,0.1172750695
350001,400000,0.234550139
400001,450000,0.234550139
450001,500000,1.1141131585
500001,550000,1.1141131585
550001,600000,1.7004885045
600001,650000,1.7004885045
650001,700000,1.231388227
700001,750000,1.231388227
750001,800000,1.7004885045
800001,850000,1.7004885045
850001,900000,2.6973265935
900001,950000,2.6973265935
950001,1000000,3.225064405
1000001,1050000,3.225064405
1050001,1100000,3.107789336
1100001,1150000,3.107789336
1150001,1200000,3.2250644055
1200001,1250000,3.2250644055
1250001,1300000,2.6973265935
1300001,1350000,2.6973265935
1350001,1400000,1.2313882275
1400001,1450000,1.2313882275
1450001,1500000,1.5832134355
1500001,1550000,1.5832134355
1550001,1600000,2.6973265935
1600001,1650000,2.6973265935
1650001,1700000,2.580051524
1700001,1750000,2.580051524
1750001,1800000,1.9936761775
1800001,1850000,1.9936761775
1850001,1900000,3.576889613
1900001,1950000,3.576889613
1950001,2000000,3.928714821
2000001,2050000,3.928714821
2050001,2100000,2.0523137125
2100001,2150000,2.0523137125
2150001,2200000,2.638689059
2200001,2250000,2.638689059
2250001,2300000,2.638689059
2300001,2350000,2.638689059
2350001,2400000,3.1664268705
2400001,2450000,3.1664268705
2450001,2500000,3.6355271475
2500001,2550000,3.6355271475
2550001,2600000,2.580051524
2600001,2650000,2.580051524
2650001,2700000,4.1632649595
2700001,2750000,4.1632649595
2750001,2800000,3.9873523555
2800001,2850000,3.9873523555
2850001,2900000,1.583213435
2900001,2950000,1.583213435
2950001,3000000,0.9968380885
3000001,3050000,0.9968380885
3050001,3100000,3.987352355
3100001,3150000,3.987352355
3150001,3200000,4.6323652365
3200001,3250000,4.6323652365
3250001,3300000,2.345501386
3300001,3350000,2.345501386
3350001,3400000,3.6941646825
3400001,3450000,3.6941646825
3450001,3500000,4.6323652365
3500001,3550000,4.6323652365
3550001,3600000,3.049151801
3600001,3650000,3.049151801
3650001,3700000,2.755964128
3700001,3750000,2.755964128
3750001,3800000,5.570565791
3800001,3850000,5.570565791
3850001,3900000,7.446966899
3900001,3950000,7.446966899
3950001,4000000,7.0365041565
4000001,4050000,7.0365041565
4050001,4100000,5.1601030485
4100001,4150000,5.1601030485
4150001,4200000,5.4532907215
4200001,4250000,5.4532907215
4250001,4300000,6.508766345
4300001,4350000,6.508766345
4350001,4400000,4.92555291
4400001,4450000,4.92555291
4450001,4500000,2.9905142665
4500001,4550000,2.9905142665
4550001,4600000,1.8177635735
4600001,4650000,1.8177635735
4650001,4700000,3.4596145435
4700001,4750000,3.4596145435
4750001,4800000,7.3296918295
4800001,4850000,7.3296918295
4850001,4900000,7.916067176
4900001,4950000,7.916067176
4950001,5000000,5.9223909985
5000001,5050000,5.9223909985
5050001,5100000,4.515090167
5100001,5150000,4.515090167
5150001,5200000,5.2773781175
5200001,5250000,5.2773781175
5250001,5300000,4.4564526325
5300001,5350000,4.4564526325
5350001,5400000,2.521413989
5400001,5450000,2.521413989
5450001,5500000,3.694164682
5500001,5550000,3.694164682
5550001,5600000,3.1664268705
5600001,5650000,3.1664268705
5650001,5700000,1.7004885045
5700001,5750000,1.7004885045
5750001,5800000,1.4073008315
5800001,5850000,1.4073008315
5850001,5900000,1.8764011085
5900001,5950000,1.8764011085
5950001,6000000,2.286863851
6000001,6050000,2.286863851
6050001,6100000,1.817763574
6100001,6150000,1.817763574
6150001,6200000,2.931876732
6200001,6250000,2.931876732
6250001,6300000,3.8114397515
6300001,6350000,3.8114397515
6350001,6400000,3.518252078
6400001,6450000,3.518252078
6450001,6500000,3.694164682
6500001,6550000,3.694164682
6550001,6600000,3.576889613
6600001,6650000,3.576889613
6650001,6700000,2.638689059
6700001,6750000,2.638689059
6750001,6800000,2.5214139895
6800001,6850000,2.5214139895
6850001,6900000,2.697326593
6900001,6950000,2.697326593
6950001,7000000,6.039666069
7000001,7050000,6.039666069
7050001,7100000,7.0951416925
7100001,7150000,7.0951416925
7150001,7200000,3.342339474
7200001,7250000,3.342339474
7250001,7300000,2.580051524
7300001,7350000,2.580051524
7350001,7400000,2.0523137125
7400001,7450000,2.0523137125
7450001,7500000,2.110951247
7500001,7550000,2.110951247
7550001,7600000,2.3455013855
7600001,7650000,2.3455013855
7650001,7700000,2.2282263165
7700001,7750000,2.2282263165
7750001,7800000,1.9350386435
7800001,7850000,1.9350386435
7850001,7900000,5.101465514
7900001,7950000,5.101465514
7950001,8000000,6.332853741
8000001,8050000,6.332853741
8050001,8100000,5.1014655135
8100001,8150000,5.1014655135
8150001,8200000,4.749640306
8200001,8250000,4.749640306
8250001,8300000,3.28370194
8300001,8350000,3.28370194
8350001,8400000,2.814601663
8400001,8450000,2.814601663
8450001,8500000,3.576889613
8500001,8550000,3.576889613
8550001,8600000,4.1046274245
8600001,8650000,4.1046274245
8650001,8700000,2.40413892
8700001,8750000,2.40413892
8750001,8800000,2.110951247
8800001,8850000,2.110951247
8850001,8900000,3.5182520785
8900001,8950000,3.5182520785
8950001,9000000,2.8732391975
9000001,9050000,2.8732391975
9050001,9100000,1.9350386435
9100001,9150000,1.9350386435
9150001,9200000,2.4041389205
9200001,9250000,2.4041389205
9250001,9300000,1.290025762
9300001,9350000,1.290025762
9350001,9400000,1.2313882275
9400001,9450000,1.2313882275
9450001,9500000,3.635527148
9500001,9550000,3.635527148
9550001,9600000,4.04598989
9600001,9650000,4.04598989
9650001,9700000,3.7528022165
9700001,9750000,3.7528022165
9750001,9800000,4.866915375
9800001,9850000,4.866915375
9850001,9900000,3.459614544
9900001,9950000,3.459614544
9950001,10000000,4.8082778405
10000001,10050000,4.8082778405
10050001,10100000,8.7956301955
10100001,10150000,8.7956301955
10150001,10200000,8.0333422455
10200001,10250000,8.0333422455
10250001,10300000,5.101465514
10300001,10350000,5.101465514
10350001,10400000,3.459614544
10400001,10450000,3.459614544
10450001,10500000,3.576889613
10500001,10550000,3.576889613
10550001,10600000,3.3423394745
10600001,10650000,3.3423394745
10650001,10700000,3.107789336
10700001,10750000,3.107789336
10750001,10800000,3.049151801
10800001,10850000,3.049151801
10850001,10900000,2.8146016625
10900001,10950000,2.8146016625
10950001,11000000,3.4596145435
11000001,11050000,3.4596145435
11050001,11100000,3.049151801
11100001,11150000,3.049151801
11150001,11200000,1.9936761775
11200001,11250000,1.9936761775
11250001,11300000,2.110951247
11300001,11350000,2.110951247
11350001,11400000,1.7591260395
11400001,11450000,1.7591260395
11450001,11500000,1.0554756235
11500001,11550000,1.0554756235
11550001,11600000,1.1727506925
11600001,11650000,1.1727506925
11650001,11700000,1.407300831
11700001,11750000,1.407300831
11750001,11800000,1.7004885045
11800001,11850000,1.7004885045
11850001,11900000,2.110951247
11900001,11950000,2.110951247
11950001,12000000,2.580051524
12000001,12050000,2.580051524
12050001,12100000,3.576889613
12100001,12150000,3.576889613
12150001,12200000,5.9223909985
12200001,12250000,5.9223909985
12250001,12300000,4.866915375
12300001,12350000,4.866915375
12350001,12400000,1.935038643
12400001,12450000,1.935038643
12450001,12500000,3.4596145435
