Start,Stop,Rate
1,200000,1.09727603333333
200001,400000,0.9109798
400001,600000,0.737754
600001,800000,0.8508741325
800001,1000000,0.688177383333333
1000001,1200000,1.35406325
1200001,1400000,1.912275
1400001,1600000,1.21599212
1600001,1800000,0.774774
1800001,2000000,0.79282375
2000001,2200000,0.339206
2200001,2400000,1.4917505
2400001,2600000,1.44596543333333
2600001,2800000,1.7788195
2800001,3000000,1.60392955
3000001,3200000,0.6642307
3200001,3400000,0.826779133333333
3400001,3600000,0.348841766666667
3600001,3800000,1.1075888
3800001,4000000,3.467802
4000001,4200000,1.51306925
4200001,4400000,0.9774381
4400001,4600000,1.52780265
4600001,4800000,2.415166
4800001,5000000,1.22802906666667
5000001,5200000,0.702143866666667
5200001,5400000,0.7729679
5400001,5600000,0.65175952
5600001,5800000,0.964193166666667
5800001,6000000,1.218380775
6000001,6200000,0.771111725
6200001,6400000,0.5036837
6400001,6600000,0.90824785
6600001,6800000,1.570183
6800001,7000000,0.737019975
7000001,7200000,1.00736196666667
7200001,7400000,0.6615414
7400001,7600000,0.99054445
7600001,7800000,0.5398326
7800001,8000000,0.54450605
8000001,8200000,0.4161676
8200001,8400000,0.6610769
8400001,8600000,0.7976854
8600001,8800000,0.78265734
8800001,9000000,0.8439698
9000001,9200000,1.0292188
9200001,9400000,1.8087632
9400001,9600000,1.62923756
9600001,9800000,0.419926
9800001,10000000,0.6352791
10000001,10200000,1.211897625
10200001,10400000,1.29156395
10400001,10600000,2.1889054
10600001,10800000,1.1665215
10800001,11000000,0.7491605
11000001,11200000,0.948098266666667
11200001,11400000,1.3344224
11400001,11600000,1.968332
11600001,11800000,1.928124
11800001,12000000,1.887916
12000001,12200000,1.176271025
12200001,12400000,1.340587575
12400001,12600000,1.46631056666667
12600001,12800000,1.2990233
12800001,13000000,0.814430133333333
13000001,13200000,0.218030305
13200001,13400000,0.07890041
13400001,13600000,1.46360580333333
13600001,13800000,1.7938019
13800001,14000000,0.5155388
14000001,14200000,1.04868325
14200001,14400000,1.1095667
14400001,14600000,1.1353724
14600001,14800000,1.0733097
14800001,15000000,1.283232
15000001,15200000,0.642511016666667
15200001,15400000,0.8616247875
15400001,15600000,0.5628885
15600001,15800000,0.8078759
15800001,16000000,1.639251
16000001,16200000,1.476549
16200001,16400000,1.12441863333333
16400001,16600000,1.19391033333333
16600001,16800000,1.86450023333333
16800001,17000000,1.44967525
17000001,17200000,0.3804775
17200001,17400000,1.155122125
17400001,17600000,1.206697525
17600001,17800000,1.2313603
17800001,18000000,0.4251649
18000001,18200000,0.3852107
18200001,18400000,0.7272252
18400001,18600000,1.27290066666667
18600001,18800000,1.83405103333333
18800001,19000000,0.8335084
19000001,19200000,0.87912135
19200001,19400000,1.562202
19400001,19600000,1.25476993333333
19600001,19800000,0.6818888
19800001,20000000,0.51878475
20000001,20200000,1.10181956666667
20200001,20400000,1.551621
20400001,20600000,1.45771256666667
20600001,20800000,1.34695335
20800001,21000000,1.3452739
21000001,21200000,1.30214
21200001,21400000,0.7701252
21400001,21600000,0.396723066666667
21600001,21800000,0.6796676
21800001,22000000,0.93945524
22000001,22200000,0.9834516
22200001,22400000,1.233262
22400001,22600000,1.26763756
22600001,22800000,0.807929166666667
22800001,23000000,1.10883113333333
23000001,23200000,1.495234025
23200001,23400000,1.1206152
23400001,23600000,0.3495062
