Start,Stop,Rate
1,200000,0
200001,400000,0.1172750695
400001,600000,0.96751932175
600001,800000,1.7004885045
800001,1000000,2.46277645475
1000001,1200000,3.22506440525
1200001,1400000,2.2282263165
1400001,1600000,1.9643574105
1600001,1800000,2.3455013855
1800001,2000000,2.96119549925
2000001,2200000,3.28370194
2200001,2400000,2.90255796475
2400001,2600000,2.87323919725
2600001,2800000,3.28370193975
2800001,3000000,2.492095222
3000001,3200000,2.8146016625
3200001,3400000,4.1632649595
3400001,3600000,3.37165824175
3600001,3800000,4.309858796
3800001,4000000,6.30353497375
4000001,4200000,6.244897439
4200001,4400000,5.18942181575
4400001,4600000,3.37165824175
4600001,4800000,4.5737277015
4800001,5000000,6.626041414
5000001,5200000,5.599884558
5200001,5400000,3.89939605325
5400001,5600000,2.84392042975
5600001,5800000,2.286863851
5800001,6000000,1.84708234125
6000001,6200000,2.6093702915
6200001,6400000,3.225064405
6400001,6600000,3.5475708455
6600001,6800000,3.04915180125
6800001,7000000,4.28054002925
7000001,7200000,4.6910027715
7200001,7400000,2.69732659325
7400001,7600000,2.198907549
7600001,7800000,2.1402700145
7800001,8000000,4.13394619225
8000001,8200000,5.5412470235
8200001,8400000,3.7821209845
8400001,8600000,3.45961454375
8600001,8800000,3.10778933575
8800001,9000000,2.49209522225
9000001,9200000,2.638689059
9200001,9400000,1.817763574
9400001,9600000,2.63868905875
9600001,9800000,4.4564526325
9800001,10000000,4.83759660775
10000001,10200000,6.420810043
10200001,10400000,5.74647839475
10400001,10600000,3.40097700925
10600001,10800000,3.19574563775
10800001,11000000,3.25438317225
11000001,11200000,2.7266453605
11200001,11400000,1.8764011085
11400001,11600000,1.465938366
11600001,11800000,1.4366195985
11800001,12000000,2.14027001425
12000001,12200000,4.25122126125
12200001,12400000,3.92871482075
12400001,12600000,4.133946192
12600001,12800000,4.42713386525
12800001,13000000,2.31618261825
13000001,13200000,2.55073275675
13200001,13400000,2.1695887815
13400001,13600000,2.08163247975
13600001,13800000,2.96119549925
13800001,14000000,2.75596412775
14000001,14200000,2.1695887815
14200001,14400000,2.931876732
14400001,14600000,3.195745638
14600001,14800000,1.90571987575
14800001,15000000,1.26070699475
15000001,15200000,1.75912603925
15200001,15400000,1.9643574105
15400001,15600000,1.465938366
15600001,15800000,0.99683808875
15800001,16000000,0.645012881
16000001,16200000,0.87956301975
16200001,16400000,2.4334576875
16400001,16600000,3.5475708455
16600001,16800000,3.13710810325
16800001,17000000,3.37165824175
17000001,17200000,2.8732391975
17200001,17400000,1.6711697375
17400001,17600000,0.76228795025
17600001,17800000,0.293187673
17800001,18000000,0.9675193215
18000001,18200000,1.02615685625
18200001,18400000,0.43978151
18400001,18600000,0.26386890625
18600001,18800000,0.527737812
18800001,19000000,0.469100277
19000001,19200000,0.293187673
19200001,19400000,0.3225064405
19400001,19600000,0.175912604
19600001,19800000,0.4104627425
19800001,20000000,0.52773781175
20000001,20200000,0.29318767325
20200001,20400000,0.14659383675
20400001,20600000,0.32250644075
20600001,20800000,0.32250644075
20800001,21000000,0.9382005545
21000001,21200000,0.996838089
21200001,21400000,0.1465938365
21400001,21600000,0.11727506925
21600001,21800000,0.087956302
21800001,22000000,0.02931876725
22000001,22200000,0.732969183
22200001,22400000,1.75912603925
22400001,22600000,1.08479439075
22600001,22800000,0.087956302
22800001,23000000,0.05863753475
23000001,23200000,0
23200001,23400000,NA
23400001,23600000,NA
