Start,Stop,Rate
1,50000,0.982926088832
50001,100000,0.6312512
100001,150000,0.767902157044
150001,200000,0.7890249
200001,250000,0.878275621296
250001,300000,0.35545516434
300001,350000,0.2267415
350001,400000,0.2267415
400001,450000,0.79679220759
450001,500000,0.570501940608
500001,550000,0.473687767984
550001,600000,0.860384345416
600001,650000,0.879553061006
650001,700000,1.2974456508326
700001,750000,1.451541
750001,800000,1.451541
800001,850000,0.979035975232
850001,900000,0.2127949
900001,950000,0.2127949
950001,1000000,0.58631021657
1000001,1050000,0.7958515
1050001,1100000,0.7958515
1100001,1150000,1.77196289452
1150001,1200000,1.912275
1200001,1250000,1.912275
1250001,1300000,1.912275
1300001,1350000,1.912275
1350001,1400000,1.912275
1400001,1450000,1.912275
1450001,1500000,1.30865444316
1500001,1550000,0.877654203864
1550001,1600000,1.11789666392
1600001,1650000,0.774774
1650001,1700000,0.774774
1700001,1750000,0.774774
1750001,1800000,0.774774
1800001,1850000,1.1278580118
1850001,1900000,1.465876
1900001,1950000,1.465876
1950001,2000000,1.0366439298
2000001,2050000,0.339206
2050001,2100000,0.339206
2100001,2150000,0.339206
2150001,2200000,0.339206
2200001,2250000,1.31780848406
2250001,2300000,2.644295
2300001,2350000,2.644295
2350001,2400000,2.644295
2400001,2450000,1.162994708458
2450001,2500000,0.4156363
2500001,2550000,0.895987879048
2550001,2600000,1.277965
2600001,2650000,1.277965
2650001,2700000,1.277965
2700001,2750000,2.24413336468
2750001,2800000,2.279674
2800001,2850000,2.279674
2850001,2900000,1.162371096592
2900001,2950000,0.9281851
2950001,3000000,0.9281851
3000001,3050000,0.632437544804
3050001,3100000,0.6010452
3100001,3150000,0.2115979925
3150001,3200000,0.613784130536
3200001,3250000,0.619768
3250001,3300000,0.619768
3300001,3350000,1.23225131276
3350001,3400000,1.660928317272
3400001,3450000,0.244639914396
3450001,3500000,0.3346646
3500001,3550000,0.3346646
3550001,3600000,0.412502821628
3600001,3650000,1.090346111708
3650001,3700000,1.043799417904
3700001,3750000,0.399796918928
3750001,3800000,1.411604503908
3800001,3850000,3.467802
3850001,3900000,3.467802
3900001,3950000,3.467802
3950001,4000000,3.467802
4000001,4050000,1.6109875056
4050001,4100000,0.4861107468
4100001,4150000,1.002457
4150001,4200000,1.07427833038
4200001,4250000,1.137556
4250001,4300000,0.953819721766
4300001,4350000,0.6404393
4350001,4400000,0.6404393
4400001,4450000,0.6404393
4450001,4500000,0.6404393
4500001,4550000,0.82217131408
4550001,4600000,2.415166
4600001,4650000,2.415166
4650001,4700000,2.415166
4700001,4750000,2.415166
4750001,4800000,2.415166
4800001,4850000,2.415166
4850001,4900000,2.415166
4900001,4950000,2.415166
4950001,5000000,0.877673272864
5000001,5050000,0.6530702
5050001,5100000,0.6530702
5100001,5150000,0.695848068808
5150001,5200000,0.719936175576
5200001,5250000,0.384075269204
5250001,5300000,0.2119752
5300001,5350000,0.58271489964
5350001,5400000,1.399102
5400001,5450000,1.333853774506
5450001,5500000,0.2293597
5500001,5550000,0.2293597
5550001,5600000,0.518688273634
5600001,5650000,0.423201571636
5650001,5700000,0.4180762
5700001,5750000,0.940038510918
5750001,5800000,1.51501013354
5800001,5850000,1.76571331168
5850001,5900000,1.768059
5900001,5950000,0.913196274832
5950001,6000000,0.7441244263
6000001,6050000,0.701788636376
6050001,6100000,0.788388286134
6100001,6150000,0.785494639454
6150001,6200000,0.5036837
6200001,6250000,0.5036837
6250001,6300000,0.5036837
6300001,6350000,0.5036837
6350001,6400000,0.5036837
6400001,6450000,0.5036837
6450001,6500000,1.024244483088
6500001,6550000,1.312812
6550001,6600000,1.312812
6600001,6650000,1.35757565072
6650001,6700000,1.75038785996
6700001,6750000,1.1730475269
6750001,6800000,1.033281
6800001,6850000,1.033281
6850001,6900000,0.39198651484
6900001,6950000,0.54038214361
6950001,7000000,1.135429
7000001,7050000,1.17843619794
7050001,7100000,1.333236
7100001,7150000,0.797721374528
7150001,7200000,0.5534209
7200001,7250000,0.287615721178
7250001,7300000,0.2060812
7300001,7350000,0.583477914282
7350001,7400000,0.795557189708
7400001,7450000,1.360913799754
7450001,7500000,0.720067947028
7500001,7550000,0.4068207
7550001,7600000,0.4068207
7600001,7650000,0.4068207
7650001,7700000,0.4068207
7700001,7750000,0.50514309648
7750001,7800000,0.6728445
7800001,7850000,0.6728445
7850001,7900000,0.6728445
7900001,7950000,0.6728445
7950001,8000000,0.51272944978
8000001,8050000,0.4161676
8050001,8100000,0.4161676
8100001,8150000,0.4161676
8150001,8200000,0.4161676
8200001,8250000,0.4161676
8250001,8300000,0.50644116798
8300001,8350000,0.9059862
8350001,8400000,0.9059862
8400001,8450000,0.9059862
8450001,8500000,0.838107590592
8500001,8550000,0.6893846
8550001,8600000,0.6893846
8600001,8650000,0.6893846
8650001,8700000,0.807831217784
8700001,8750000,0.82271172192
8750001,8800000,0.979647871236
8800001,8850000,1.138549
8850001,8900000,0.935265785664
8900001,8950000,0.5493906
8950001,9000000,0.5493906
9000001,9050000,1.264756866816
9050001,9100000,1.509047
9100001,9150000,1.509047
9150001,9200000,1.509047
9200001,9250000,1.60625812544
9250001,9300000,1.72892825506
9300001,9350000,1.49342611948
9350001,9400000,2.213409
9400001,9450000,2.4574824236
9450001,9500000,3.087848612
9500001,9550000,1.015859
9550001,9600000,1.036223796896
