Start,Stop,AverageTmrca
0,50000,2470.000000
50000,100000,2470.000000
100000,150000,2470.000000
150000,200000,2470.000000
200000,250000,2470.000000
250000,300000,2470.000000
300000,350000,2614.332240
350000,400000,3483.000000
400000,450000,3483.000000
450000,500000,2592.431180
500000,550000,7499.091460
550000,600000,9501.105080
600000,650000,11237.343680
650000,700000,5621.312760
700000,750000,11805.540020
750000,800000,14506.803580
800000,850000,12061.282440
850000,900000,16403.011900
900000,950000,33594.330920
950000,1000000,13943.303220
1000000,1050000,14146.944280
1050000,1100000,10419.596100
1100000,1150000,8024.189300
1150000,1200000,15928.561660
1200000,1250000,14416.563120
1250000,1300000,24288.897160
1300000,1350000,19457.947600
1350000,1400000,14049.295980
1400000,1450000,10928.292160
1450000,1500000,17482.454820
1500000,1550000,20641.874860
1550000,1600000,19424.913020
1600000,1650000,19189.683600
1650000,1700000,13224.574920
1700000,1750000,12876.014080
1750000,1800000,20369.402800
1800000,1850000,17524.358740
1850000,1900000,18214.078660
1900000,1950000,21533.785100
1950000,2000000,18432.043920
2000000,2050000,12748.029780
2050000,2100000,11003.304380
2100000,2150000,10390.206760
2150000,2200000,9339.606000
2200000,2250000,8685.835780
2250000,2300000,14348.078540
2300000,2350000,13972.936200
2350000,2400000,12423.499880
2400000,2450000,20604.643680
2450000,2500000,26658.016200
2500000,2550000,19898.027620
2550000,2600000,19079.292780
2600000,2650000,17783.995200
2650000,2700000,24486.511940
2700000,2750000,23842.630840
2750000,2800000,12452.943440
2800000,2850000,14887.267500
2850000,2900000,10363.374140
2900000,2950000,8855.999500
2950000,3000000,9454.662960
3000000,3050000,9711.921560
3050000,3100000,10646.372300
3100000,3150000,25243.255500
3150000,3200000,22735.514800
3200000,3250000,20415.122840
3250000,3300000,11196.355680
3300000,3350000,12636.256760
3350000,3400000,23862.781200
3400000,3450000,17293.076320
3450000,3500000,18122.656860
3500000,3550000,16900.578020
3550000,3600000,21409.904820
3600000,3650000,16694.178120
3650000,3700000,16012.616380
3700000,3750000,16512.453400
3750000,3800000,17030.860960
3800000,3850000,27402.895760
3850000,3900000,24393.814300
3900000,3950000,30212.325760
3950000,4000000,32401.838620
4000000,4050000,29299.684000
4050000,4100000,26662.571360
4100000,4150000,19182.946820
4150000,4200000,17532.054600
4200000,4250000,20872.300640
4250000,4300000,27383.444760
4300000,4350000,21407.014280
4350000,4400000,19890.817300
4400000,4450000,16037.647040
4450000,4500000,11991.893840
4500000,4550000,6898.254520
4550000,4600000,8631.727480
4600000,4650000,12161.238820
