Start,Stop,AverageTmrca
0,50000,13798.000000
50000,100000,13798.000000
100000,150000,13798.000000
150000,200000,13798.000000
200000,250000,13798.000000
250000,300000,13798.000000
300000,350000,13798.000000
350000,400000,13798.000000
400000,450000,13776.418000
450000,500000,41976.122580
500000,550000,61179.191700
550000,600000,40315.659840
600000,650000,37981.620300
650000,700000,28905.546040
700000,750000,6907.255220
750000,800000,6639.000000
800000,850000,8464.852160
850000,900000,8905.000000
900000,950000,8905.000000
950000,1000000,10926.354540
1000000,1050000,18003.354560
1050000,1100000,20286.000000
1100000,1150000,16463.911180
1150000,1200000,22001.455980
1200000,1250000,42158.427920
1250000,1300000,39105.990280
1300000,1350000,26601.687400
1350000,1400000,16098.000000
1400000,1450000,16098.000000
1450000,1500000,11735.859600
1500000,1550000,11537.000000
1550000,1600000,13064.205240
1600000,1650000,15824.051520
1650000,1700000,15396.000000
1700000,1750000,17600.548540
1750000,1800000,9350.000000
1800000,1850000,9350.000000
1850000,1900000,8592.534400
1900000,1950000,16071.395520
1950000,2000000,13976.159800
2000000,2050000,14319.737560
2050000,2100000,25959.023680
2100000,2150000,25636.000000
2150000,2200000,34850.315320
2200000,2250000,32464.502080
2250000,2300000,18307.648280
2300000,2350000,44079.602800
2350000,2400000,40194.000000
2400000,2450000,42059.570560
2450000,2500000,38238.706720
2500000,2550000,13771.000000
2550000,2600000,9635.409640
2600000,2650000,12294.609160
2650000,2700000,16493.916160
2700000,2750000,18848.751360
2750000,2800000,18411.100080
2800000,2850000,17990.000000
2850000,2900000,16017.374760
2900000,2950000,25450.038120
2950000,3000000,28907.978640
3000000,3050000,28817.533280
3050000,3100000,26172.000000
3100000,3150000,25886.756800
3150000,3200000,20131.018820
3200000,3250000,19201.000000
3250000,3300000,31487.371360
3300000,3350000,34918.873180
3350000,3400000,27777.621240
3400000,3450000,26570.302680
3450000,3500000,20047.489440
3500000,3550000,17212.003400
3550000,3600000,17732.000000
3600000,3650000,17701.450300
3650000,3700000,13127.000000
3700000,3750000,13127.000000
3750000,3800000,13127.000000
3800000,3850000,13127.000000
3850000,3900000,20976.822680
3900000,3950000,27401.727200
3950000,4000000,27400.586680
4000000,4050000,26896.000000
4050000,4100000,27377.409760
4100000,4150000,27230.653640
4150000,4200000,28121.346840
4200000,4250000,29226.000000
4250000,4300000,27411.526400
4300000,4350000,26724.849600
4350000,4400000,27790.419000
4400000,4450000,33713.145520
4450000,4500000,29084.139560
4500000,4550000,19429.000000
4550000,4600000,19429.000000
4600000,4650000,25016.771140
4650000,4700000,43366.665500
4700000,4750000,46130.933560
4750000,4800000,37580.193700
4800000,4850000,24920.000000
4850000,4900000,24920.000000
4900000,4950000,24920.000000
4950000,5000000,20479.795600
5000000,5050000,33065.048780
5050000,5100000,23260.819020
5100000,5150000,30869.609020
5150000,5200000,29568.562720
5200000,5250000,27980.593340
5250000,5300000,19212.736300
5300000,5350000,16105.042960
5350000,5400000,25702.575000
5400000,5450000,39838.551100
5450000,5500000,32041.368560
5500000,5550000,37731.202260
5550000,5600000,34854.468840
5600000,5650000,25328.524900
5650000,5700000,22319.330880
5700000,5750000,29186.042400
5750000,5800000,40173.176580
5800000,5850000,38417.351280
5850000,5900000,33463.443920
5900000,5950000,36293.304740
5950000,6000000,35772.678780
6000000,6050000,17745.451720
6050000,6100000,22143.654980
6100000,6150000,31487.351960
6150000,6200000,33215.254560
6200000,6250000,44910.245600
6250000,6300000,31669.348600
6300000,6350000,34603.994800
6350000,6400000,30715.885800
6400000,6450000,37790.255100
6450000,6500000,51519.071260
6500000,6550000,43607.902500
6550000,6600000,43708.147220
6600000,6650000,29851.878840
6650000,6700000,23184.944500
6700000,6750000,42843.341280
6750000,6800000,35792.954740
6800000,6850000,45806.032660
6850000,6900000,36026.140260
6900000,6950000,42024.275340
6950000,7000000,35864.998000
7000000,7050000,45542.706780
7050000,7100000,42805.686880
7100000,7150000,46041.594360
7150000,7200000,38319.138960
7200000,7250000,43275.802380
7250000,7300000,39911.145760
7300000,7350000,36401.971340
7350000,7400000,40031.139160
7400000,7450000,39569.727800
7450000,7500000,36155.375780
7500000,7550000,40228.856340
7550000,7600000,25857.042420
7600000,7650000,29340.008240
7650000,7700000,26854.331980
7700000,7750000,35383.757320
