Start,Stop,AverageTmrca
0,50000,40590.547080
50000,100000,52599.667460
100000,150000,18246.363500
150000,200000,16850.942500
200000,250000,16606.265600
250000,300000,13372.233920
300000,350000,13020.189680
350000,400000,12533.876620
400000,450000,12830.554560
450000,500000,13564.000000
500000,550000,13564.000000
550000,600000,13564.000000
600000,650000,18492.056580
650000,700000,51523.537200
700000,750000,40892.964120
750000,800000,26381.460200
800000,850000,34942.545060
850000,900000,11732.997400
900000,950000,28293.216020
950000,1000000,31764.762480
1000000,1050000,18312.693560
1050000,1100000,12407.000000
1100000,1150000,11608.214600
1150000,1200000,11794.034360
1200000,1250000,21621.339400
1250000,1300000,12898.000000
1300000,1350000,37381.731500
1350000,1400000,36823.747040
1400000,1450000,51375.638980
1450000,1500000,25330.048960
1500000,1550000,34440.265360
1550000,1600000,18342.316800
1600000,1650000,32102.432060
1650000,1700000,27177.068060
1700000,1750000,22869.142400
1750000,1800000,19991.910000
1800000,1850000,17317.000000
1850000,1900000,20422.690000
1900000,1950000,21175.000000
1950000,2000000,19805.793480
2000000,2050000,17291.673540
2050000,2100000,19382.000000
2100000,2150000,21173.924200
2150000,2200000,12410.995000
2200000,2250000,11846.656800
2250000,2300000,18502.305000
2300000,2350000,15535.132800
2350000,2400000,11925.000000
2400000,2450000,11925.000000
2450000,2500000,11925.000000
2500000,2550000,11748.713600
2550000,2600000,9708.110980
2600000,2650000,10081.000000
2650000,2700000,10081.000000
2700000,2750000,10081.000000
2750000,2800000,10081.000000
2800000,2850000,10081.000000
2850000,2900000,11303.337420
2900000,2950000,21009.876800
2950000,3000000,24640.000000
3000000,3050000,22126.890800
3050000,3100000,18620.000000
3100000,3150000,18285.518300
3150000,3200000,20010.767000
3200000,3250000,25652.000000
3250000,3300000,25652.000000
3300000,3350000,22557.694700
3350000,3400000,13097.000000
3400000,3450000,14803.126100
3450000,3500000,24272.474600
3500000,3550000,25652.000000
3550000,3600000,21700.720380
3600000,3650000,23034.719680
3650000,3700000,26383.194380
3700000,3750000,27797.064980
3750000,3800000,21126.359360
3800000,3850000,16787.000000
3850000,3900000,16787.000000
3900000,3950000,34201.211600
3950000,4000000,34104.736160
4000000,4050000,27536.000000
4050000,4100000,18273.174080
4100000,4150000,16579.000000
4150000,4200000,16579.000000
4200000,4250000,16579.000000
4250000,4300000,16579.000000
4300000,4350000,9692.033940
4350000,4400000,8697.000000
4400000,4450000,16500.569900
4450000,4500000,20612.000000
4500000,4550000,17220.650300
4550000,4600000,16579.000000
4600000,4650000,16027.632000
4650000,4700000,9855.000000
4700000,4750000,13126.218200
4750000,4800000,27665.555800
4800000,4850000,9878.086800
4850000,4900000,9855.000000
4900000,4950000,9941.781600
4950000,5000000,10035.000000
5000000,5050000,36194.349160
5050000,5100000,50834.224420
5100000,5150000,36593.643120
5150000,5200000,48165.450500
5200000,5250000,25855.178540
5250000,5300000,31705.125760
5300000,5350000,35914.592020
5350000,5400000,26447.815520
5400000,5450000,27411.523220
5450000,5500000,28036.141380
5500000,5550000,26731.947280
5550000,5600000,36398.348900
5600000,5650000,37683.099320
5650000,5700000,28180.283840
5700000,5750000,33608.996060
5750000,5800000,20959.198440
5800000,5850000,35884.535620
5850000,5900000,23545.918840
5900000,5950000,29616.601020
5950000,6000000,27830.565120
6000000,6050000,36772.220220
6050000,6100000,44231.366580
6100000,6150000,36668.920660
6150000,6200000,33623.386980
6200000,6250000,32598.152720
6250000,6300000,32360.160500
6300000,6350000,30057.688400
6350000,6400000,27779.777200
6400000,6450000,22091.570340
6450000,6500000,36817.048480
6500000,6550000,37008.751020
6550000,6600000,29890.511480
6600000,6650000,37268.045500
6650000,6700000,34405.056480
6700000,6750000,38599.916280
6750000,6800000,41291.832440
6800000,6850000,40209.739120
6850000,6900000,37656.904940
6900000,6950000,26489.383420
6950000,7000000,35151.311780
7000000,7050000,43142.116840
7050000,7100000,45442.383540
7100000,7150000,37406.063180
7150000,7200000,17756.199480
7200000,7250000,28039.739900
7250000,7300000,37362.548680
7300000,7350000,38336.969960
7350000,7400000,28426.449180
7400000,7450000,38227.996940
7450000,7500000,33071.564340
7500000,7550000,19312.076800
7550000,7600000,29924.979900
7600000,7650000,32220.983980
7650000,7700000,33027.240300
7700000,7750000,33109.535960
7750000,7800000,20002.958860
7800000,7850000,32950.574020
7850000,7900000,43607.339460
7900000,7950000,45993.959020
7950000,8000000,34113.856460
8000000,8050000,25739.806020
8050000,8100000,37371.359260
8100000,8150000,28898.814360
8150000,8200000,31138.853460
8200000,8250000,29376.072780
8250000,8300000,39042.549940
8300000,8350000,21535.873300
8350000,8400000,28033.822660
8400000,8450000,22128.523820
8450000,8500000,16559.030800
8500000,8550000,25690.500760
8550000,8600000,36671.416620
8600000,8650000,38637.240520
8650000,8700000,36640.376440
8700000,8750000,37499.978520
8750000,8800000,31950.816760
8800000,8850000,38614.793120
8850000,8900000,38051.022840
8900000,8950000,47737.651260
8950000,9000000,31253.624000
9000000,9050000,37455.688720
9050000,9100000,49570.423600
9100000,9150000,34446.925260
9150000,9200000,42307.683900
9200000,9250000,34659.136460
9250000,9300000,20643.513800
9300000,9350000,26730.646380
9350000,9400000,38969.950100
9400000,9450000,23359.478260
9450000,9500000,44022.209860
9500000,9550000,44375.715000
9550000,9600000,30153.249980
9600000,9650000,20086.248380
9650000,9700000,24970.408440
9700000,9750000,34758.210380
9750000,9800000,45999.885600
9800000,9850000,38326.337360
9850000,9900000,43579.765560
9900000,9950000,39551.841540
9950000,10000000,31507.376780
10000000,10050000,59563.706080
10050000,10100000,40536.893020
10100000,10150000,22021.840560
10150000,10200000,26459.539520
10200000,10250000,33873.000000
10250000,10300000,41789.446040
10300000,10350000,35271.675000
10350000,10400000,30564.350000
10400000,10450000,38319.265780
10450000,10500000,22754.265660
10500000,10550000,27007.427360
10550000,10600000,26286.860400
10600000,10650000,35988.377680
10650000,10700000,28426.000000
10700000,10750000,28294.207040
10750000,10800000,28347.644840
10800000,10850000,24046.536920
10850000,10900000,30566.405300
10900000,10950000,41949.601880
10950000,11000000,30975.894700
11000000,11050000,27794.199720
11050000,11100000,22479.000000
11100000,11150000,21536.916200
11150000,11200000,13347.528200
11200000,11250000,20156.809820
11250000,11300000,19793.000000
11300000,11350000,19793.000000
11350000,11400000,19793.000000
11400000,11450000,19689.962520
11450000,11500000,19611.000000
11500000,11550000,25112.059980
11550000,11600000,29211.875840
11600000,11650000,24466.328400
11650000,11700000,23354.843920
11700000,11750000,32560.235380
11750000,11800000,27513.299080
11800000,11850000,34477.429980
11850000,11900000,53066.889760
11900000,11950000,50098.599540
11950000,12000000,33587.000000
12000000,12050000,13993.345800
12050000,12100000,8608.000000
12100000,12150000,8608.000000
12150000,12200000,8608.000000
12200000,12250000,8608.000000
12250000,12300000,8608.000000
12300000,12350000,8608.000000
12350000,12400000,8608.000000
