Start,Stop,AverageTmrca
0,50000,52691.972920
50000,100000,40321.000000
100000,150000,52051.059840
150000,200000,19933.779840
200000,250000,41067.073400
250000,300000,22582.702720
300000,350000,39195.762840
350000,400000,23669.124080
400000,450000,19445.952960
450000,500000,8482.000000
500000,550000,8724.111880
550000,600000,20056.379620
600000,650000,24467.590220
650000,700000,27150.000000
700000,750000,27150.000000
750000,800000,27150.000000
800000,850000,18098.544540
850000,900000,16789.152500
900000,950000,11832.209880
950000,1000000,28904.340780
1000000,1050000,21550.888340
1050000,1100000,18903.000000
1100000,1150000,20295.315560
1150000,1200000,30794.000000
1200000,1250000,27158.413620
1250000,1300000,12103.000000
1300000,1350000,12103.000000
1350000,1400000,12725.898640
1400000,1450000,23677.108000
1450000,1500000,28483.000000
1500000,1550000,29250.266620
1550000,1600000,31042.000000
1600000,1650000,35865.578900
1650000,1700000,35703.933600
1700000,1750000,31562.395820
1750000,1800000,26745.619320
1800000,1850000,29973.691520
1850000,1900000,38306.062400
1900000,1950000,35431.712000
1950000,2000000,30736.698200
2000000,2050000,40491.494200
2050000,2100000,44879.776080
2100000,2150000,35810.886560
2150000,2200000,16361.993760
2200000,2250000,18604.000000
2250000,2300000,17009.436160
2300000,2350000,13799.789720
2350000,2400000,17277.992180
2400000,2450000,13307.287300
2450000,2500000,14153.479600
2500000,2550000,25255.268520
2550000,2600000,14361.361400
2600000,2650000,14630.000000
2650000,2700000,12735.529080
2700000,2750000,12557.000000
2750000,2800000,12121.453320
2800000,2850000,23933.384260
2850000,2900000,16147.023480
2900000,2950000,13938.212360
2950000,3000000,15494.000000
3000000,3050000,15494.000000
3050000,3100000,15494.000000
3100000,3150000,25744.919800
3150000,3200000,19462.059840
3200000,3250000,16187.915140
3250000,3300000,15669.000000
3300000,3350000,14626.839760
3350000,3400000,26661.550140
3400000,3450000,38841.158900
3450000,3500000,58949.000000
3500000,3550000,55947.468200
3550000,3600000,54179.319800
3600000,3650000,26896.581820
3650000,3700000,28138.455740
3700000,3750000,30788.746120
3750000,3800000,42058.691760
3800000,3850000,43621.868040
3850000,3900000,18872.682080
3900000,3950000,17132.000000
3950000,4000000,17132.000000
4000000,4050000,17277.977740
4050000,4100000,17132.000000
4100000,4150000,17132.000000
4150000,4200000,11294.662680
4200000,4250000,6492.062000
4250000,4300000,31359.293500
4300000,4350000,8255.204360
4350000,4400000,4821.000000
4400000,4450000,4821.000000
4450000,4500000,4821.000000
4500000,4550000,11094.337640
4550000,4600000,39868.000000
4600000,4650000,29730.664000
4650000,4700000,20948.000000
4700000,4750000,37898.056280
4750000,4800000,25896.742860
4800000,4850000,29506.825000
4850000,4900000,34514.033000
4900000,4950000,41214.120180
4950000,5000000,39888.638240
5000000,5050000,29583.325840
5050000,5100000,28229.337140
5100000,5150000,27525.671600
5150000,5200000,37030.467680
5200000,5250000,28862.644780
5250000,5300000,39252.013840
5300000,5350000,49481.005480
5350000,5400000,22343.946600
5400000,5450000,48991.325940
5450000,5500000,50922.964060
5500000,5550000,52255.885740
5550000,5600000,25269.392560
5600000,5650000,36101.692420
